6a01fc00d396f38908fb1cf1ba9d654a630f5467,DELETE,regular-file,apps/api/uploads/videos/360p-1770914483270-574620406.mp4,3135595,
e8c91b1484189f659f324bf54656c3ba64756175,DELETE,regular-file,apps/api/uploads/videos/jwt_authentication_tutorial_-_node-js_1080p-1770912930312-634460816.mp4,143427778,
